pump_id, pressure, temperature, frequency, current
pump-494 , 102.697 , 137.729,45.182,34.976
pump-663 , 102.372 , 143.208,40.983,26.081
pump-419 , 105.005 , 146.33,47.305,38.246
pump-494 , 101.844 , 130.195,39.504,30.489
pump-663 , 101.19 , 155.351,43.406,40.773
pump-498 , 102.031 , 146.493,44.132,41.313
pump-494 , 103.987 , 137.144,50.051,24.728
pump-663 , 99.773 , 141.123,45.002,15.053
pump-663 , 103.547 , 148.217,40.003,53.67
pump-498 , 99.668 , 147.929,51.963,55.957
pump-494 , 104.045 , 146.591,43.698,39.27
pump-419 , 105.193 , 147.093,45.911,7.157
pump-498 , 106.106 , 148.754,46.327,35.192
pump-253 , 106.258 , 162.698,46.904,24.497
pump-494 , 104.757 , 133.483,45.698,17.688
pump-663 , 105.873 , 158.47,42.509,42.774
pump-253 , 102.946 , 143.994,43.424,71.256
pump-494 , 104.013 , 141.125,41.668,39.071
pump-419 , 101.608 , 141.988,41.491,33.356
pump-663 , 101.431 , 149.895,47.709,20.762
pump-494 , 104.771 , 140.754,48.275,44.427
pump-663 , 100.967 , 147.405,42.43,24.086
pump-494 , 103.795 , 156.154,44.852,38.293
pump-494 , 103.282 , 143.035,42.229,63.788
pump-663 , 101.218 , 140.476,39.049,25.415
pump-663 , 100.888 , 150.814,47.131,44.453
pump-498 , 101.619 , 150.472,38.536,51.0
pump-494 , 105.725 , 146.812,47.798,12.216
pump-253 , 102.915 , 135.129,48.805,47.768
pump-498 , 106.534 , 137.218,48.408,58.12
pump-498 , 107.125 , 143.733,43.765,43.917
pump-253 , 101.375 , 134.983,46.752,43.834
pump-419 , 102.221 , 141.315,49.828,33.131
pump-498 , 102.612 , 148.033,38.297,15.248
pump-253 , 103.217 , 133.8,43.414,46.358
pump-419 , 103.183 , 124.19,46.896,50.435
pump-419 , 99.494 , 144.733,39.656,12.565
pump-498 , 104.596 , 152.398,44.515,41.865
pump-419 , 102.309 , 140.18,42.391,66.621
pump-253 , 103.075 , 132.616,45.108,29.91
pump-494 , 101.952 , 157.88,46.464,42.745
pump-419 , 101.537 , 141.299,47.691,24.252
pump-498 , 103.064 , 145.783,45.498,28.795
pump-253 , 100.571 , 146.402,45.644,20.162
pump-419 , 99.753 , 138.026,44.023,27.919
pump-419 , 102.562 , 150.289,45.31,28.249
pump-253 , 102.499 , 154.892,46.956,39.629
pump-663 , 99.998 , 150.92,43.794,40.073
pump-494 , 102.145 , 145.354,42.618,11.945
pump-419 , 104.459 , 146.171,45.496,40.312
pump-663 , 103.032 , 151.33,42.183,42.422
pump-419 , 102.061 , 152.666,44.445,41.319
pump-419 , 103.562 , 146.308,47.266,14.437
pump-498 , 100.265 , 143.191,44.414,19.697
pump-663 , 104.948 , 145.175,40.288,15.287
pump-253 , 102.563 , 144.051,45.613,8.403
pump-253 , 102.498 , 143.252,40.324,21.684
pump-498 , 104.253 , 138.235,39.509,12.534
pump-498 , 101.507 , 134.522,40.706,27.056
pump-663 , 102.069 , 147.261,47.046,68.164
pump-663 , 103.639 , 146.511,45.871,21.167
pump-494 , 104.993 , 141.207,41.176,44.016
pump-253 , 103.689 , 153.416,37.637,57.332
pump-494 , 101.794 , 149.05,40.959,28.119
pump-498 , 104.974 , 145.611,38.311,52.672
pump-419 , 102.169 , 134.999,41.688,59.878
pump-494 , 103.464 , 155.314,45.255,44.318
pump-419 , 101.863 , 147.614,42.492,31.708
pump-253 , 103.659 , 135.558,43.658,12.667
pump-498 , 101.713 , 154.178,47.696,53.427
pump-419 , 102.223 , 143.485,49.79,24.041
pump-498 , 100.929 , 143.443,41.524,44.815
pump-498 , 104.55 , 137.345,44.633,29.503
pump-498 , 103.084 , 136.689,41.44,23.172
pump-663 , 103.076 , 141.324,50.438,-3.749
pump-498 , 103.241 , 137.46,47.607,66.701
pump-419 , 103.948 , 144.35,48.939,35.284
pump-498 , 105.535 , 137.08,45.609,71.148
pump-498 , 105.225 , 132.757,40.733,44.398
pump-494 , 102.437 , 153.469,48.388,47.267
pump-253 , 103.269 , 146.281,46.868,17.773
pump-253 , 105.87 , 145.031,39.789,23.983
pump-663 , 104.016 , 147.447,39.909,75.553
pump-253 , 102.743 , 144.582,46.243,49.649
pump-498 , 101.231 , 146.445,37.189,20.327
pump-663 , 106.989 , 145.41,43.11,32.274
pump-419 , 106.482 , 151.419,43.122,36.474
pump-494 , 102.387 , 130.919,40.711,78.724
pump-663 , 110.235 , 146.535,44.688,48.298
pump-494 , 103.367 , 131.705,43.008,-11.351
pump-663 , 102.883 , 148.05,46.455,57.674
pump-663 , 103.959 , 136.184,40.093,31.239
pump-253 , 98.044 , 139.912,41.236,36.047
pump-253 , 105.21 , 148.211,45.283,5.982
pump-419 , 100.182 , 138.044,42.312,38.883
pump-253 , 103.416 , 142.417,45.81,31.87
pump-498 , 101.504 , 150.767,47.372,22.586
pump-494 , 101.385 , 155.365,44.986,50.868
pump-663 , 102.35 , 151.764,44.291,27.396
pump-663 , 102.838 , 138.395,40.359,50.215
pump-419 , 105.655 , 158.186,48.345,35.72
pump-494 , 105.649 , 153.393,45.949,34.301
pump-663 , 106.501 , 155.118,48.142,43.863
pump-419 , 105.222 , 145.432,42.897,9.309
pump-253 , 105.726 , 156.585,43.434,19.021
pump-663 , 105.312 , 142.518,44.598,-12.065
pump-494 , 103.631 , 155.907,44.539,24.62
pump-494 , 100.425 , 150.315,43.959,8.768
pump-663 , 104.191 , 147.395,45.975,38.335
pump-498 , 99.978 , 143.224,47.484,86.809
pump-419 , 99.258 , 151.796,46.114,30.255
pump-498 , 104.245 , 142.136,46.35,32.441
pump-498 , 102.401 , 145.024,43.403,71.062
pump-419 , 101.498 , 148.987,47.371,43.381
pump-498 , 104.173 , 150.669,43.348,28.934
pump-498 , 102.028 , 152.287,45.16,23.402
pump-498 , 107.269 , 146.412,37.56,42.318
pump-419 , 102.759 , 144.208,44.915,47.879
pump-494 , 104.226 , 143.838,42.049,22.15
pump-498 , 103.651 , 144.65,39.649,29.782
pump-498 , 104.334 , 144.45,40.464,24.972
pump-494 , 98.824 , 132.737,41.582,51.87
pump-419 , 99.326 , 147.252,43.053,27.238
pump-419 , 106.749 , 145.269,46.849,16.552
pump-494 , 102.66 , 150.799,49.186,8.989
pump-498 , 110.121 , 151.104,40.168,1.602
pump-419 , 103.561 , 143.338,43.733,32.549
pump-498 , 100.175 , 155.77,42.481,36.276
pump-494 , 102.74 , 146.702,43.897,17.244
pump-419 , 102.647 , 143.89,43.201,12.466
pump-494 , 103.841 , 142.805,45.786,13.061
pump-663 , 101.511 , 145.251,48.176,15.978
pump-494 , 104.352 , 141.958,43.544,14.405
pump-498 , 102.299 , 148.013,45.873,54.45
pump-419 , 104.322 , 137.189,39.709,65.99
pump-498 , 101.215 , 137.301,41.811,14.455
pump-494 , 101.57 , 148.814,47.248,42.662
pump-663 , 104.364 , 140.628,45.623,63.715
pump-253 , 107.086 , 147.327,48.201,38.714
pump-253 , 101.289 , 141.44,49.849,37.071
pump-494 , 103.183 , 143.097,38.065,70.29
pump-419 , 101.404 , 139.572,38.311,18.883
pump-419 , 101.459 , 133.54,42.174,48.572
pump-494 , 102.103 , 138.557,47.063,28.341
pump-498 , 105.701 , 148.536,42.165,24.325
pump-663 , 107.038 , 145.485,36.994,41.301
pump-253 , 104.964 , 138.489,43.425,49.486
pump-419 , 102.197 , 143.737,40.332,44.428
pump-494 , 102.344 , 156.819,44.309,39.318
pump-253 , 101.505 , 136.652,39.498,75.065
pump-498 , 102.596 , 135.681,45.941,32.591
pump-663 , 101.83 , 159.938,49.452,43.878
pump-253 , 103.984 , 148.674,42.116,34.46
pump-419 , 107.219 , 143.35,36.363,66.765
pump-494 , 101.891 , 165.068,46.643,37.541
pump-419 , 107.534 , 150.224,42.071,13.102
pump-253 , 105.654 , 143.133,49.444,56.493
pump-498 , 102.628 , 147.889,40.742,49.035
pump-663 , 102.887 , 155.116,37.182,53.109
pump-663 , 103.032 , 143.277,40.286,67.528
pump-253 , 106.113 , 159.142,41.489,13.251
pump-419 , 105.747 , 132.85,39.295,6.396
pump-253 , 105.094 , 153.894,47.287,40.875
pump-494 , 102.537 , 151.498,43.28,69.766
pump-663 , 103.457 , 153.968,44.596,5.588
pump-498 , 108.668 , 157.422,45.555,30.523
pump-498 , 104.707 , 144.896,39.841,44.323
pump-494 , 99.673 , 147.766,44.005,49.48
pump-419 , 103.925 , 150.129,43.132,43.41
pump-663 , 101.137 , 141.658,45.717,13.903
pump-663 , 102.864 , 142.846,47.745,50.736
pump-253 , 107.701 , 144.777,41.067,10.932
pump-663 , 103.585 , 137.931,44.177,91.543
pump-498 , 101.161 , 158.81,42.472,68.043
pump-663 , 102.152 , 146.837,38.697,45.947
pump-253 , 100.182 , 151.303,42.97,4.238
pump-419 , 105.029 , 137.904,42.347,41.487
pump-498 , 103.904 , 155.729,50.241,25.375
pump-253 , 105.208 , 147.318,38.208,50.089
pump-663 , 101.92 , 142.709,42.14,45.961
pump-498 , 102.278 , 143.576,44.083,74.238
pump-498 , 105.777 , 148.269,42.61,64.519
pump-419 , 104.198 , 155.722,46.971,44.964
pump-663 , 100.776 , 150.096,48.532,49.125
pump-494 , 104.859 , 143.567,43.958,48.196
pump-494 , 101.844 , 139.973,47.332,29.003
pump-498 , 101.081 , 134.981,43.061,35.722
pump-419 , 102.703 , 139.802,44.726,47.708
pump-498 , 105.958 , 146.607,44.174,46.294
pump-419 , 101.428 , 143.305,44.72,40.924
pump-494 , 107.558 , 141.63,47.13,48.614
pump-494 , 103.075 , 134.835,44.022,-9.955
pump-494 , 105.087 , 140.255,43.097,54.045
pump-419 , 109.062 , 138.299,45.392,56.584
pump-498 , 102.105 , 144.795,45.418,53.064
pump-498 , 102.003 , 152.29,43.91,27.311
pump-498 , 105.273 , 146.035,42.46,34.434
pump-494 , 105.652 , 136.076,42.374,42.527
pump-253 , 103.578 , 152.193,49.56,3.317
pump-419 , 101.083 , 144.695,46.961,53.207
pump-419 , 102.881 , 149.334,49.968,13.65
pump-419 , 103.187 , 136.727,51.341,51.186
pump-663 , 103.676 , 142.373,39.455,32.922
pump-498 , 103.647 , 150.29,48.303,49.759
pump-663 , 105.933 , 139.284,48.109,35.148
pump-253 , 103.826 , 137.708,38.222,53.061
pump-253 , 103.201 , 151.015,46.271,57.571
pump-663 , 105.627 , 143.175,45.427,51.502
pump-419 , 104.224 , 147.084,40.152,45.937
pump-663 , 107.504 , 141.269,42.859,11.811
pump-253 , 102.082 , 150.647,42.091,9.746
pump-419 , 102.79 , 140.145,45.67,18.509
pump-494 , 104.533 , 165.267,43.467,57.619
pump-498 , 102.963 , 137.767,38.97,-7.773
pump-663 , 106.799 , 144.836,47.265,47.322
pump-253 , 105.895 , 137.459,37.453,42.351
pump-253 , 106.161 , 153.938,45.513,25.91
pump-494 , 102.48 , 148.015,39.771,-8.253
pump-498 , 103.533 , 135.787,47.528,52.03
pump-494 , 103.168 , 138.138,43.909,55.275
pump-498 , 101.505 , 141.148,42.895,17.369
pump-253 , 104.896 , 133.175,41.837,33.412
pump-498 , 103.438 , 140.648,41.484,26.471
pump-253 , 105.416 , 138.349,44.941,43.491
pump-494 , 101.019 , 136.641,45.975,57.52
pump-253 , 100.597 , 160.035,43.164,41.14
pump-498 , 105.58 , 144.61,45.613,47.575
pump-494 , 101.942 , 150.151,42.421,38.15
pump-663 , 107.172 , 151.921,44.362,45.851
pump-663 , 105.134 , 136.239,48.407,43.914
pump-663 , 106.657 , 151.245,45.077,56.017
pump-663 , 102.69 , 136.704,39.866,26.168
pump-253 , 104.413 , 158.547,40.612,37.216
pump-494 , 107.418 , 150.198,42.663,21.029
pump-419 , 104.707 , 157.698,44.764,1.196
pump-253 , 104.31 , 140.915,41.547,70.418
pump-663 , 106.181 , 149.472,48.632,62.922
pump-498 , 104.74 , 134.378,44.986,26.331
pump-253 , 101.464 , 145.677,45.2,22.654
pump-498 , 103.573 , 150.824,45.254,6.427
pump-498 , 102.895 , 142.806,43.246,71.686
pump-498 , 102.245 , 158.799,45.005,49.795
pump-253 , 106.339 , 134.441,41.045,23.645
pump-663 , 103.093 , 144.183,41.505,54.827
pump-419 , 104.522 , 145.471,48.439,46.335
pump-498 , 105.372 , 143.669,41.03,31.623
pump-663 , 105.834 , 149.277,41.405,7.232
pump-494 , 101.375 , 130.006,45.361,25.783
pump-419 , 105.674 , 139.073,47.114,25.805
pump-498 , 101.19 , 145.26,46.641,26.131
pump-663 , 103.001 , 152.435,44.857,48.864
pump-498 , 104.044 , 151.823,45.678,89.957
pump-498 , 102.133 , 149.64,47.783,68.555
pump-253 , 102.949 , 147.035,38.342,17.517
pump-253 , 101.007 , 142.151,46.206,40.139
pump-498 , 104.98 , 154.827,48.87,36.537
pump-419 , 104.353 , 148.093,48.768,2.365
pump-498 , 100.843 , 156.397,43.045,61.733
pump-498 , 102.927 , 148.769,46.63,58.758
pump-253 , 104.792 , 142.486,48.146,50.237
pump-253 , 103.76 , 144.187,39.109,27.264
pump-419 , 102.921 , 150.329,43.57,14.403
pump-498 , 104.211 , 144.056,38.285,61.6
pump-663 , 106.907 , 129.582,48.705,21.805
pump-253 , 101.032 , 142.389,45.652,44.496
pump-498 , 105.056 , 147.258,45.737,56.876
pump-253 , 103.078 , 139.959,40.87,31.495
pump-498 , 104.878 , 143.138,44.165,46.853
pump-494 , 103.503 , 156.034,42.082,47.7
pump-253 , 106.637 , 147.484,46.703,18.942
pump-494 , 102.469 , 142.854,45.422,2.438
pump-494 , 103.902 , 146.138,46.871,45.947
pump-663 , 102.858 , 147.909,45.568,57.134
pump-663 , 98.401 , 151.308,42.928,39.859
pump-663 , 105.744 , 142.596,43.126,94.818
pump-253 , 104.684 , 140.688,47.871,34.405
pump-419 , 105.441 , 144.211,40.705,42.967
pump-253 , 102.305 , 135.691,43.156,33.116
pump-663 , 104.059 , 139.618,44.362,50.156
pump-494 , 105.111 , 154.417,41.234,56.429
pump-498 , 103.913 , 140.041,50.058,58.78
pump-419 , 103.284 , 146.531,44.797,76.629
pump-498 , 104.831 , 142.497,49.224,24.83
pump-494 , 101.314 , 147.242,43.563,44.443
pump-419 , 104.173 , 144.29,42.058,50.044
pump-253 , 103.05 , 140.952,40.083,64.116
pump-663 , 103.778 , 149.857,40.422,42.487
pump-419 , 102.474 , 142.793,38.925,46.336
pump-498 , 103.565 , 141.217,41.643,35.76
pump-498 , 103.147 , 143.445,44.543,33.554
pump-498 , 101.188 , 142.312,38.533,40.559
pump-498 , 108.247 , 153.463,42.912,52.834
pump-494 , 104.587 , 136.136,42.9,3.637
pump-663 , 103.745 , 149.393,49.895,56.075
pump-498 , 110.051 , 146.603,41.225,72.904
pump-419 , 104.535 , 138.277,46.136,32.314
pump-498 , 104.634 , 151.015,43.598,108.765
pump-253 , 106.135 , 136.304,39.817,-7.051
pump-419 , 100.991 , 147.879,37.341,0.969
pump-419 , 103.521 , 139.643,40.79,52.421
pump-498 , 106.163 , 135.225,42.199,67.205
pump-419 , 103.798 , 140.679,41.653,-4.051
pump-494 , 107.529 , 133.427,41.221,1.045
pump-663 , 106.365 , 145.051,46.783,52.823
pump-663 , 104.584 , 147.701,47.85,47.071
pump-663 , 105.218 , 148.856,43.317,14.802
pump-498 , 106.611 , 155.683,42.144,20.2
pump-253 , 103.636 , 157.988,45.061,86.823
pump-498 , 107.102 , 155.2,47.145,63.808
pump-498 , 100.871 , 156.315,45.75,9.361
pump-253 , 100.165 , 129.695,41.945,9.839
pump-419 , 107.322 , 143.811,49.333,57.451
pump-663 , 105.725 , 149.226,39.733,56.038
pump-663 , 102.327 , 157.464,42.688,84.065
pump-498 , 102.085 , 139.699,45.775,18.662
pump-663 , 100.051 , 153.673,46.248,33.308
pump-419 , 103.172 , 147.684,39.337,38.881
pump-253 , 103.341 , 139.619,48.373,38.223
pump-494 , 105.129 , 145.588,42.566,15.514
pump-498 , 102.584 , 152.024,46.725,27.047
pump-498 , 99.129 , 154.591,44.136,31.306
pump-663 , 102.134 , 162.288,39.281,24.38
pump-494 , 100.844 , 131.154,46.268,9.919
pump-663 , 103.676 , 134.987,46.51,16.292
pump-663 , 106.193 , 140.859,43.991,28.708
pump-494 , 104.02 , 135.413,39.368,14.366
pump-494 , 103.596 , 142.584,46.443,72.997
pump-253 , 106.63 , 142.91,42.724,107.962
pump-498 , 104.319 , 135.622,52.971,55.022
pump-419 , 101.56 , 138.582,43.05,20.15
pump-498 , 101.099 , 148.444,42.671,62.814
pump-494 , 101.293 , 160.535,38.942,65.077
pump-253 , 103.525 , 152.21,44.923,43.037
pump-253 , 104.334 , 148.618,39.912,17.44
pump-498 , 102.13 , 139.194,39.253,37.46
pump-498 , 100.824 , 148.999,43.552,28.912
pump-253 , 101.249 , 135.757,42.255,40.67
pump-419 , 102.172 , 138.313,43.582,-24.011
pump-498 , 102.034 , 147.425,49.087,34.702
pump-253 , 101.574 , 158.737,52.233,67.814
pump-419 , 102.007 , 143.195,48.934,40.047
pump-253 , 105.124 , 160.841,45.959,14.95
pump-494 , 103.053 , 140.61,39.925,16.543
pump-663 , 102.74 , 154.088,45.023,39.585
pump-494 , 105.218 , 143.979,38.87,40.513
pump-419 , 108.285 , 145.365,40.292,65.546
pump-253 , 104.356 , 143.194,49.662,34.882
pump-498 , 103.364 , 146.47,42.725,47.874
pump-419 , 103.591 , 145.25,43.271,41.86
pump-663 , 105.687 , 143.331,43.949,24.236
pump-498 , 104.244 , 141.807,39.098,29.786
pump-663 , 102.684 , 145.258,40.437,44.938
pump-253 , 104.994 , 147.197,42.295,56.512
pump-494 , 100.183 , 154.809,42.824,15.309
pump-494 , 106.228 , 161.544,43.368,42.003
pump-663 , 103.73 , 136.839,46.37,51.254
pump-494 , 102.716 , 136.254,38.432,32.266
pump-253 , 105.406 , 147.993,45.011,50.971
pump-419 , 103.277 , 148.082,41.682,62.638
pump-253 , 103.247 , 143.836,45.89,39.213
pump-253 , 103.059 , 142.232,46.309,63.324
pump-498 , 100.568 , 148.41,48.884,36.249
pump-498 , 103.427 , 151.342,43.799,43.555
pump-253 , 105.633 , 155.349,40.673,47.831
pump-663 , 105.38 , 138.091,47.696,69.706
pump-663 , 102.014 , 150.366,43.691,28.456
pump-498 , 105.736 , 142.431,45.049,26.728
pump-498 , 104.246 , 158.289,40.704,13.851
pump-663 , 104.223 , 152.751,36.462,12.39
pump-494 , 101.537 , 147.51,42.002,23.583
pump-253 , 106.72 , 157.811,43.656,32.992
pump-498 , 101.869 , 161.341,44.329,53.337
pump-663 , 104.281 , 137.793,45.782,46.23
pump-663 , 103.852 , 154.717,43.883,55.584
pump-419 , 104.524 , 158.836,45.032,40.809
pump-663 , 104.259 , 152.018,47.481,18.133
pump-494 , 105.562 , 148.571,41.803,44.551
pump-498 , 103.523 , 149.201,40.691,69.776
pump-663 , 106.426 , 150.041,40.665,62.41
pump-498 , 105.16 , 138.56,47.743,62.148
pump-494 , 99.627 , 151.238,40.416,44.256
pump-498 , 102.81 , 146.219,45.127,59.836
pump-663 , 105.111 , 140.016,50.296,37.032
pump-498 , 102.229 , 152.393,45.396,71.878
pump-498 , 101.621 , 142.297,42.162,45.193
pump-253 , 105.847 , 145.201,45.383,28.84
pump-419 , 102.973 , 151.501,37.608,14.87
pump-253 , 107.051 , 134.738,39.214,6.409
pump-419 , 99.38 , 152.179,40.642,81.544
pump-253 , 102.218 , 147.525,43.983,17.002
pump-494 , 100.559 , 148.895,50.298,31.819
pump-253 , 103.798 , 158.627,50.213,53.321
pump-253 , 102.732 , 155.123,41.777,20.981
pump-419 , 102.351 , 128.349,42.967,14.254
pump-253 , 100.109 , 144.646,43.295,71.82
pump-498 , 104.009 , 138.463,41.925,12.018
pump-253 , 101.786 , 135.574,41.807,55.587
pump-419 , 104.318 , 151.947,39.212,20.97
pump-498 , 101.987 , 137.31,45.477,41.751
pump-494 , 102.092 , 141.192,45.124,59.508
pump-419 , 104.906 , 137.744,42.45,63.009
pump-494 , 105.299 , 151.753,44.061,34.175
pump-419 , 103.352 , 150.654,47.434,20.152
pump-253 , 104.029 , 158.8,49.539,27.84
pump-419 , 106.677 , 131.943,35.236,28.814
pump-498 , 99.911 , 149.836,40.792,43.644
pump-663 , 107.447 , 148.681,50.569,19.84
pump-498 , 104.782 , 139.339,48.013,24.53
pump-663 , 102.13 , 147.835,38.249,33.751
pump-253 , 107.124 , 126.578,49.939,14.188
pump-663 , 104.877 , 149.862,52.329,38.38
pump-663 , 105.032 , 152.702,43.403,52.33
pump-498 , 106.381 , 166.821,46.819,41.835
pump-253 , 104.806 , 153.594,44.261,49.528
pump-663 , 108.626 , 136.642,49.068,22.84
pump-498 , 102.556 , 157.431,45.482,38.501
pump-663 , 102.757 , 144.191,47.444,54.881
pump-253 , 103.86 , 151.02,38.353,53.692
pump-663 , 100.879 , 143.589,40.391,46.446
pump-494 , 105.406 , 149.6,49.62,57.844
pump-253 , 102.278 , 149.439,46.568,28.57
pump-663 , 101.981 , 137.331,42.892,51.543
pump-498 , 101.959 , 134.388,37.364,45.748
pump-498 , 105.775 , 140.603,40.166,45.556
pump-494 , 104.942 , 136.093,48.127,83.147
pump-663 , 102.492 , 145.34,40.819,67.826
pump-253 , 107.989 , 156.748,39.174,55.759
pump-494 , 106.172 , 161.671,38.588,37.724
pump-253 , 101.757 , 162.658,40.767,40.174
pump-419 , 104.45 , 133.572,45.803,71.18
pump-663 , 102.21 , 146.166,49.489,39.874
pump-419 , 103.05 , 137.582,43.845,25.576
pump-494 , 104.907 , 151.278,45.962,59.596
pump-253 , 101.187 , 137.818,47.851,46.331
pump-419 , 103.575 , 135.77,44.036,35.775
pump-419 , 98.931 , 145.118,39.417,74.458
pump-253 , 104.439 , 146.472,41.502,31.168
pump-494 , 103.835 , 143.255,35.355,60.59
pump-498 , 102.297 , 154.945,44.952,46.021
pump-419 , 103.21 , 148.631,44.106,84.25
pump-253 , 101.009 , 134.109,40.925,52.715
pump-494 , 103.244 , 146.236,47.358,23.222
pump-663 , 105.421 , 127.593,42.691,49.494
pump-498 , 103.371 , 149.924,50.285,34.611
pump-663 , 103.493 , 145.934,34.966,43.974
pump-494 , 102.399 , 144.976,39.68,57.734
pump-494 , 102.826 , 136.582,44.132,53.402
pump-419 , 106.803 , 162.655,42.595,8.577
pump-494 , 102.517 , 150.086,42.309,9.39
pump-253 , 100.939 , 149.877,41.216,34.23
pump-253 , 106.311 , 136.71,44.798,59.552
pump-663 , 103.535 , 147.354,41.052,48.573
pump-253 , 103.9 , 142.231,42.972,84.662
pump-419 , 106.345 , 148.844,46.41,30.51
pump-494 , 105.43 , 141.501,40.86,40.029
pump-494 , 106.788 , 150.476,42.787,39.971
pump-494 , 104.614 , 150.89,44.532,79.92
pump-663 , 103.52 , 146.146,42.739,29.309
pump-419 , 101.74 , 146.702,42.968,83.586
pump-253 , 102.821 , 144.062,43.762,54.267
pump-663 , 104.194 , 135.633,41.239,31.316
pump-419 , 103.723 , 147.06,54.953,66.215
pump-494 , 102.119 , 148.768,45.009,46.383
pump-498 , 100.358 , 151.278,43.965,19.18
pump-498 , 104.731 , 143.335,46.825,75.711
pump-494 , 104.83 , 143.904,45.185,47.626
pump-253 , 103.346 , 157.057,51.444,51.248
pump-663 , 106.781 , 135.465,42.758,43.685
pump-419 , 101.726 , 146.964,44.113,34.939
pump-494 , 106.448 , 146.224,44.807,13.034
pump-663 , 103.109 , 143.687,45.176,41.136
pump-663 , 103.996 , 148.699,42.602,45.725
pump-419 , 101.421 , 157.834,49.935,42.666
pump-494 , 104.902 , 146.496,47.847,35.011
pump-494 , 102.986 , 144.747,41.189,66.917
pump-419 , 101.798 , 156.813,46.639,44.153
pump-663 , 103.834 , 152.017,44.077,36.507
pump-663 , 104.45 , 134.987,51.65,83.442
pump-253 , 102.969 , 151.011,50.365,67.173
pump-494 , 104.603 , 147.196,48.69,62.139
pump-663 , 103.394 , 140.672,36.084,65.737
pump-494 , 101.066 , 143.812,44.095,17.719
pump-498 , 103.997 , 154.064,47.479,28.241
pump-419 , 103.649 , 137.605,37.96,20.185
pump-494 , 101.271 , 142.543,43.306,52.982
pump-663 , 102.848 , 150.991,42.667,28.602
pump-419 , 102.717 , 147.225,40.881,21.203
pump-663 , 105.005 , 157.68,44.727,61.994
pump-419 , 103.719 , 146.761,43.049,31.96
pump-494 , 100.599 , 151.915,48.815,44.107
pump-419 , 105.337 , 155.196,43.304,36.989
pump-498 , 104.553 , 159.308,42.582,49.062
pump-419 , 103.901 , 132.601,37.573,47.829
pump-253 , 101.615 , 135.717,43.017,6.873
pump-498 , 107.162 , 156.35,40.569,36.24
pump-663 , 103.848 , 149.832,35.225,7.834
pump-663 , 104.081 , 143.064,51.214,51.459
pump-494 , 104.163 , 151.577,50.348,62.153
pump-494 , 104.355 , 150.156,44.317,25.546
pump-494 , 104.665 , 138.058,47.79,69.808
pump-663 , 103.543 , 149.167,47.983,35.757
pump-494 , 105.727 , 140.085,41.933,41.229
pump-253 , 102.55 , 150.125,42.321,52.332
pump-494 , 105.23 , 136.469,39.15,53.577
pump-498 , 103.678 , 139.518,45.008,35.984
pump-498 , 106.69 , 141.617,48.23,61.572
pump-419 , 102.147 , 138.098,42.674,46.084
pump-494 , 103.504 , 152.337,47.105,36.353
pump-253 , 103.198 , 134.861,43.834,62.935
pump-498 , 106.023 , 141.729,42.874,-3.975
pump-498 , 99.996 , 134.661,41.418,74.799
pump-419 , 104.897 , 150.46,36.372,39.17
pump-663 , 102.05 , 142.13,40.459,64.87
pump-494 , 109.053 , 158.701,41.638,55.586
pump-663 , 105.095 , 151.879,46.221,-21.525
pump-498 , 102.02 , 148.788,42.75,11.782
pump-253 , 103.222 , 157.001,44.373,61.741
pump-419 , 107.66 , 132.39,39.729,16.542
pump-498 , 101.537 , 130.774,45.476,23.755
pump-253 , 103.168 , 141.109,47.054,26.037
pump-663 , 97.271 , 143.453,43.706,52.573
pump-494 , 103.492 , 146.529,42.561,42.505
pump-494 , 101.671 , 149.213,38.493,-3.303
pump-494 , 101.577 , 139.421,43.946,55.981
pump-253 , 101.728 , 146.318,45.295,28.442
pump-498 , 102.462 , 147.651,40.529,39.419
pump-498 , 104.799 , 137.354,41.554,62.871
pump-253 , 110.355 , 143.907,42.274,72.381
pump-663 , 106.801 , 135.781,46.226,4.736
pump-419 , 106.95 , 147.547,41.598,48.977
pump-498 , 104.259 , 157.84,45.988,38.47
pump-498 , 102.269 , 141.484,47.244,42.305
pump-253 , 105.723 , 150.593,43.808,35.704
pump-253 , 103.108 , 159.21,50.414,43.199
pump-253 , 103.271 , 152.56,46.671,35.172
pump-498 , 103.649 , 146.785,43.874,21.544
pump-663 , 103.391 , 143.845,40.754,13.73
pump-494 , 102.561 , 151.064,42.888,60.545
pump-253 , 100.61 , 148.639,53.593,31.62
pump-253 , 104.918 , 139.556,37.895,26.465
pump-494 , 100.542 , 145.356,42.946,15.75
pump-494 , 102.705 , 147.111,45.38,40.736
pump-498 , 106.104 , 142.603,40.431,14.81
pump-498 , 106.29 , 137.567,42.528,27.941
pump-494 , 106.715 , 153.38,41.068,-3.561
pump-253 , 103.08 , 144.448,53.458,49.445
pump-498 , 101.636 , 136.722,40.888,49.065
pump-498 , 101.678 , 141.167,42.465,49.777
pump-253 , 100.145 , 155.651,46.599,19.81
pump-419 , 106.457 , 141.82,42.238,44.307
pump-498 , 102.998 , 146.222,40.181,27.774
pump-253 , 107.87 , 156.3,42.938,43.931
pump-494 , 102.645 , 148.33,43.191,46.601
pump-253 , 103.108 , 134.292,43.487,44.161
pump-253 , 101.644 , 135.55,41.646,51.496
pump-663 , 102.057 , 152.549,41.569,29.871
pump-419 , 102.509 , 137.434,42.717,31.071
pump-494 , 107.173 , 149.502,42.996,49.317
