Pump Id, Oil Rate, Gas Rate, Water Rate
pump-253 ,104.553,31.195,451.794
pump-498 ,104.553,21.856,795.492
pump-419 ,104.553,26.594,264.22
pump-419 ,104.553,21.917,524.261
pump-419 ,104.553,88.85,478.392
pump-663 ,104.553,26.267,719.894
pump-494 ,104.553,7.359,557.806
pump-498 ,104.553,25.727,300.182
pump-253 ,104.553,53.71,133.554
pump-498 ,104.553,32.554,1234.779
pump-253 ,104.553,48.427,972.605
pump-419 ,104.553,41.838,854.404
pump-498 ,104.553,32.443,529.526
pump-663 ,104.553,55.149,626.038
pump-663 ,104.553,72.717,1079.673
pump-419 ,104.553,36.782,671.74
pump-494 ,104.553,32.498,951.343
pump-253 ,104.553,69.311,701.251
pump-494 ,104.553,68.232,382.163
pump-494 ,104.553,24.989,870.514
pump-419 ,104.553,57.082,912.635
pump-419 ,104.553,48.635,375.243
pump-253 ,104.553,23.771,697.112
pump-663 ,104.553,6.254,521.324
pump-663 ,104.553,23.061,681.939
pump-498 ,104.553,7.207,436.976
pump-498 ,104.553,39.945,557.059
pump-498 ,104.553,47.918,494.616
pump-494 ,104.553,33.854,656.888
pump-419 ,104.553,72.278,244.142
pump-494 ,104.553,25.064,717.873
pump-494 ,104.553,61.777,729.599
pump-498 ,104.553,12.798,487.621
pump-419 ,104.553,23.153,141.952
pump-663 ,104.553,8.669,994.887
pump-253 ,104.553,41.16,-10.78
pump-494 ,104.553,41.39,576.893
pump-253 ,104.553,29.661,-65.729
pump-253 ,104.553,53.53,835.545
pump-253 ,104.553,41.283,722.443
pump-253 ,104.553,76.357,1132.764
pump-253 ,104.553,6.029,492.409
pump-494 ,104.553,31.477,693.155
pump-419 ,104.553,41.484,610.075
pump-419 ,104.553,15.564,759.062
pump-494 ,104.553,13.303,896.971
pump-253 ,104.553,43.017,1015.091
pump-253 ,104.553,71.478,682.371
pump-494 ,104.553,44.065,1148.91
pump-494 ,104.553,72.421,688.927
pump-663 ,104.553,11.766,1152.541
pump-494 ,104.553,28.58,432.107
pump-419 ,104.553,36.52,512.113
pump-494 ,104.553,37.006,206.596
pump-663 ,104.553,42.795,741.136
pump-419 ,104.553,71.687,473.67
pump-494 ,104.553,52.965,550.335
pump-253 ,104.553,60.304,922.206
pump-494 ,104.553,26.851,630.897
pump-498 ,104.553,1.003,648.054
pump-419 ,104.553,4.32,363.497
pump-494 ,104.553,84.849,614.55
pump-498 ,104.553,8.03,234.322
pump-494 ,104.553,49.951,1031.923
pump-253 ,104.553,12.779,709.726
pump-498 ,104.553,28.981,656.01
pump-663 ,104.553,16.243,660.066
pump-663 ,104.553,43.07,456.007
pump-419 ,104.553,45.255,-64.697
pump-494 ,104.553,36.036,542.152
pump-494 ,104.553,28.318,534.344
pump-498 ,104.553,19.196,233.67
pump-253 ,104.553,48.489,326.13
pump-253 ,104.553,62.367,693.902
pump-663 ,104.553,25.715,452.823
pump-419 ,104.553,18.653,957.155
pump-253 ,104.553,29.657,273.124
pump-498 ,104.553,31.551,841.235
pump-498 ,104.553,66.24,319.457
pump-498 ,104.553,47.15,589.864
pump-253 ,104.553,49.107,924.103
pump-498 ,104.553,30.91,288.222
pump-498 ,104.553,12.346,98.075
pump-498 ,104.553,33.965,249.402
pump-253 ,104.553,35.669,501.964
pump-498 ,104.553,19.706,-430.664
pump-663 ,104.553,42.371,914.629
pump-253 ,104.553,22.582,1029.983
pump-498 ,104.553,10.069,789.079
pump-663 ,104.553,86.485,764.815
pump-663 ,104.553,23.757,515.955
pump-498 ,104.553,2.02,936.743
pump-498 ,104.553,44.242,688.383
pump-663 ,104.553,39.572,468.763
pump-494 ,104.553,38.003,929.106
pump-663 ,104.553,19.646,748.816
pump-253 ,104.553,32.84,801.249
pump-419 ,104.553,44.612,393.176
pump-253 ,104.553,39.604,302.907
pump-663 ,104.553,59.811,857.982
pump-253 ,104.553,38.699,651.293
pump-419 ,104.553,40.755,487.421
pump-494 ,104.553,22.442,448.448
pump-663 ,104.553,70.613,752.17
pump-494 ,104.553,31.532,536.971
pump-498 ,104.553,11.258,833.62
pump-494 ,104.553,88.918,299.969
pump-419 ,104.553,28.818,731.747
pump-494 ,104.553,2.926,423.035
pump-498 ,104.553,35.111,933.291
pump-663 ,104.553,12.401,147.688
pump-419 ,104.553,39.528,844.832
pump-419 ,104.553,55.975,444.427
pump-419 ,104.553,55.664,677.256
pump-498 ,104.553,24.086,982.356
pump-419 ,104.553,17.381,381.257
pump-419 ,104.553,72.817,482.826
pump-498 ,104.553,30.7,239.267
pump-419 ,104.553,47.292,794.018
pump-419 ,104.553,52.672,677.007
pump-494 ,104.553,24.332,502.946
pump-494 ,104.553,19.602,85.836
pump-498 ,104.553,15.187,149.745
pump-253 ,104.553,47.312,203.218
pump-663 ,104.553,40.08,1219.831
pump-494 ,104.553,30.404,318.645
pump-494 ,104.553,38.14,484.912
pump-494 ,104.553,2.721,1187.14
pump-663 ,104.553,40.71,730.43
pump-494 ,104.553,17.008,320.831
pump-253 ,104.553,61.092,483.896
pump-494 ,104.553,24.109,30.537
pump-419 ,104.553,51.339,952.513
pump-494 ,104.553,69.139,540.942
pump-663 ,104.553,26.321,1324.774
pump-663 ,104.553,10.519,616.006
pump-419 ,104.553,49.733,675.349
pump-663 ,104.553,86.374,613.533
pump-253 ,104.553,71.838,745.797
pump-498 ,104.553,54.005,377.269
pump-498 ,104.553,62.683,1271.704
pump-419 ,104.553,44.854,623.506
pump-498 ,104.553,70.132,831.03
pump-498 ,104.553,64.221,753.427
pump-253 ,104.553,65.319,499.209
pump-253 ,104.553,49.339,631.181
pump-253 ,104.553,19.996,246.398
pump-494 ,104.553,16.178,723.366
pump-419 ,104.553,20.69,399.755
pump-253 ,104.553,13.565,760.814
pump-498 ,104.553,50.986,262.596
pump-663 ,104.553,12.498,537.493
pump-419 ,104.553,44.293,36.158
pump-419 ,104.553,16.921,688.797
pump-253 ,104.553,90.519,706.429
pump-498 ,104.553,15.553,673.589
pump-498 ,104.553,56.175,-130.893
pump-663 ,104.553,28.837,664.242
pump-494 ,104.553,69.864,370.601
pump-663 ,104.553,5.131,236.375
pump-498 ,104.553,13.383,547.963
pump-494 ,104.553,79.019,714.079
pump-253 ,104.553,32.475,352.284
pump-498 ,104.553,6.811,556.824
pump-663 ,104.553,42.537,695.329
pump-663 ,104.553,44.482,865.387
pump-419 ,104.553,74.63,753.616
pump-663 ,104.553,8.359,-237.778
pump-419 ,104.553,42.828,250.556
pump-494 ,104.553,12.8,528.428
pump-663 ,104.553,32.184,764.925
pump-663 ,104.553,67.337,586.143
pump-494 ,104.553,21.938,601.873
pump-663 ,104.553,35.633,289.353
pump-419 ,104.553,66.124,842.041
pump-494 ,104.553,23.688,301.668
pump-419 ,104.553,36.819,983.12
pump-663 ,104.553,1.537,305.385
pump-663 ,104.553,47.708,449.476
pump-663 ,104.553,53.321,260.323
pump-663 ,104.553,7.692,711.314
pump-498 ,104.553,16.575,815.874
pump-419 ,104.553,24.655,458.012
pump-498 ,104.553,36.103,594.033
pump-663 ,104.553,56.053,288.214
pump-419 ,104.553,50.389,975.126
pump-494 ,104.553,28.596,916.948
pump-498 ,104.553,46.011,543.567
pump-663 ,104.553,33.834,788.411
pump-498 ,104.553,73.966,566.736
pump-663 ,104.553,57.544,265.565
pump-494 ,104.553,57.641,532.629
pump-498 ,104.553,55.199,491.919
pump-494 ,104.553,1.684,605.658
pump-494 ,104.553,36.491,866.292
pump-253 ,104.553,67.664,1010.999
pump-494 ,104.553,8.375,479.481
pump-419 ,104.553,51.232,460.235
pump-498 ,104.553,55.595,367.558
pump-498 ,104.553,52.026,451.102
pump-419 ,104.553,47.811,417.581
pump-663 ,104.553,59.633,722.759
pump-494 ,104.553,5,842.598
pump-498 ,104.553,57.956,621.702
pump-663 ,104.553,30.18,601.936
pump-663 ,104.553,67.634,933.125
pump-498 ,104.553,37.311,423.28
pump-498 ,104.553,49.325,362.294
pump-494 ,104.553,41.788,824.068
pump-419 ,104.553,13.336,322.853
pump-419 ,104.553,21.988,1099.602
pump-419 ,104.553,25.783,121.609
pump-253 ,104.553,29.571,411.234
pump-494 ,104.553,50.259,517.748
pump-253 ,104.553,24.95,276.121
pump-663 ,104.553,51.894,702.467
pump-494 ,104.553,49.319,393.914
pump-498 ,104.553,48.915,402.048
pump-498 ,104.553,32.358,721.272
pump-498 ,104.553,83.212,520.372
pump-253 ,104.553,37.087,673.887
pump-663 ,104.553,23.953,479.087
pump-253 ,104.553,37.867,778.727
pump-663 ,104.553,33.574,97.995
pump-494 ,104.553,35.079,774.59
pump-494 ,104.553,88.064,469.858
pump-419 ,104.553,83.096,615.757
pump-498 ,104.553,4.274,379.953
pump-419 ,104.553,41.185,279.244
pump-253 ,104.553,3.744,432.173
pump-419 ,104.553,49.777,386.189
pump-498 ,104.553,3.478,606.957
pump-419 ,104.553,50.358,482.556
pump-253 ,104.553,66.678,453.332
pump-494 ,104.553,15.387,733.135
pump-663 ,104.553,49.048,715.329
pump-253 ,104.553,35.033,-14.873
pump-419 ,104.553,53.09,670.774
pump-419 ,104.553,36.997,313.71
pump-498 ,104.553,65.919,1125.11
pump-419 ,104.553,10.074,676.416
pump-498 ,104.553,60.895,649.341
pump-253 ,104.553,5.252,260.713
pump-498 ,104.553,61.392,348.274
pump-663 ,104.553,38.788,679.217
pump-253 ,104.553,54.25,631.23
pump-663 ,104.553,14.369,957.685
pump-498 ,104.553,43.006,712.89
pump-419 ,104.553,38.02,482.091
pump-494 ,104.553,8.563,611.007
pump-494 ,104.553,47.514,938.373
pump-494 ,104.553,5.162,578.496
pump-419 ,104.553,22.34,547.392
pump-498 ,104.553,11.95,204.545
pump-663 ,104.553,5.704,1185
pump-419 ,104.553,8.328,880.173
pump-663 ,104.553,42.076,545.233
pump-253 ,104.553,24.822,1031.853
pump-498 ,104.553,22.658,1322.465
pump-498 ,104.553,51.048,431.29
pump-253 ,104.553,25.17,736.429
pump-498 ,104.553,65.099,278.625
pump-498 ,104.553,52.351,841.971
pump-494 ,104.553,17.707,650.661
pump-494 ,104.553,8.303,719.415
pump-663 ,104.553,35.184,350.539
pump-494 ,104.553,55.791,541.559
pump-498 ,104.553,70.77,621.184
pump-253 ,104.553,34.047,930.769
pump-498 ,104.553,60.27,777.992
pump-419 ,104.553,28.328,571.395
pump-419 ,104.553,36.655,983.189
pump-494 ,104.553,22.49,527.599
pump-253 ,104.553,41.212,184.318
pump-494 ,104.553,11.902,259.553
pump-419 ,104.553,90.845,610.292
pump-419 ,104.553,39.333,508.796
pump-419 ,104.553,36.787,189.33
pump-663 ,104.553,50.468,1225.109
pump-419 ,104.553,10.411,807.211
pump-663 ,104.553,32.445,817.553
pump-419 ,104.553,14.07,695.433
pump-663 ,104.553,37.798,308.151
pump-663 ,104.553,60.95,757.517
pump-498 ,104.553,34.534,454.662
pump-419 ,104.553,42.202,613.701
pump-253 ,104.553,4.489,905.388
pump-663 ,104.553,36.903,1076.864
pump-498 ,104.553,4.942,281.3
pump-663 ,104.553,24.473,229.097
pump-419 ,104.553,2.186,773.967
pump-498 ,104.553,29.517,544.789
pump-663 ,104.553,21.256,250.716
pump-253 ,104.553,55.875,774.089
pump-419 ,104.553,39.577,441.634
pump-494 ,104.553,33.564,286.452
pump-419 ,104.553,35.599,653.335
pump-253 ,104.553,32.074,700.092
pump-494 ,104.553,16.265,702.362
pump-498 ,104.553,17.284,251.335
pump-663 ,104.553,11.436,537.66
pump-419 ,104.553,2.497,855.435
pump-419 ,104.553,50.231,830.077
pump-663 ,104.553,45.188,724.926
pump-663 ,104.553,33.191,121.363
pump-419 ,104.553,47.906,715.568
pump-419 ,104.553,60.598,654.496
pump-494 ,104.553,19.198,839.969
pump-253 ,104.553,53.768,1274.714
pump-494 ,104.553,73.302,172.758
pump-253 ,104.553,2.548,534.838
pump-494 ,104.553,80.623,96.361
pump-498 ,104.553,14.393,557.625
pump-253 ,104.553,36.535,552.614
pump-419 ,104.553,35.988,346.971
pump-494 ,104.553,58.723,276.249
pump-498 ,104.553,0.68,142.743
pump-663 ,104.553,28.042,320.437
pump-498 ,104.553,33.749,366.643
pump-494 ,104.553,26.586,618.294
pump-419 ,104.553,18.171,346.554
pump-663 ,104.553,5.208,538.588
pump-253 ,104.553,51.628,554.647
pump-498 ,104.553,78.992,701.077
pump-494 ,104.553,38.695,255.089
pump-494 ,104.553,31.122,709.827
pump-253 ,104.553,29.587,969.89
pump-494 ,104.553,31.974,167.729
pump-498 ,104.553,25.598,182.439
pump-419 ,104.553,8.272,752.715
pump-498 ,104.553,40.725,657.619
pump-419 ,104.553,9.412,725.604
pump-498 ,104.553,84.066,363.335
pump-253 ,104.553,19.683,834.546
pump-498 ,104.553,14.21,354.725
pump-663 ,104.553,18.44,1190.901
pump-494 ,104.553,32.349,972.125
pump-253 ,104.553,16.873,988.789
pump-498 ,104.553,69.669,620.749
pump-494 ,104.553,67.01,533.417
pump-498 ,104.553,47.722,484.155
pump-253 ,104.553,51.043,702.824
pump-663 ,104.553,32.469,269.329
pump-253 ,104.553,12.901,740.725
pump-494 ,104.553,40.745,377.831
pump-663 ,104.553,51.549,416.866
pump-253 ,104.553,23.917,361.449
pump-253 ,104.553,43.887,880.638
pump-498 ,104.553,24.064,1007.622
pump-494 ,104.553,56.715,778.322
pump-253 ,104.553,8.122,330.704
pump-419 ,104.553,1.62,112.256
pump-253 ,104.553,22.625,371.138
pump-498 ,104.553,7.749,728.133
pump-498 ,104.553,6.018,707.531
pump-419 ,104.553,27.939,1157.128
pump-498 ,104.553,45.491,366.907
pump-494 ,104.553,11.365,484.642
pump-498 ,104.553,31.229,509.564
pump-494 ,104.553,41.617,572.712
pump-494 ,104.553,26.347,116.124
pump-494 ,104.553,84.117,276.923
pump-494 ,104.553,68.331,1143.871
pump-494 ,104.553,18.846,189.187
pump-663 ,104.553,1.752,781.863
pump-253 ,104.553,19.823,681.428
pump-253 ,104.553,69.818,314.779
pump-419 ,104.553,24.99,630.465
pump-253 ,104.553,49.291,382.071
pump-663 ,104.553,45.783,470.81
pump-419 ,104.553,24.232,899.506
pump-498 ,104.553,59.112,556.011
pump-663 ,104.553,0.557,320.547
pump-663 ,104.553,32.945,157.289
pump-494 ,104.553,49.249,700.193
pump-419 ,104.553,44.054,70.036
pump-663 ,104.553,54.888,818.752
pump-419 ,104.553,24.659,295.889
pump-419 ,104.553,13.112,741.512
pump-498 ,104.553,26.786,868.088
pump-494 ,104.553,55.64,407.007
pump-498 ,104.553,38.541,525.289
pump-498 ,104.553,53.009,477.842
pump-253 ,104.553,26.878,500.654
pump-494 ,104.553,67.61,565.601
pump-498 ,104.553,18.43,454.669
pump-663 ,104.553,30.629,793.303
pump-663 ,104.553,12.111,273.759
pump-498 ,104.553,76.94,609.011
pump-253 ,104.553,35.718,1035.887
pump-498 ,104.553,45.865,416.493
pump-498 ,104.553,11.641,885.58
pump-419 ,104.553,67.991,603.624
pump-494 ,104.553,38.246,483.912
pump-253 ,104.553,20.447,489.042
pump-419 ,104.553,71.098,423.221
pump-419 ,104.553,21.471,397.492
pump-663 ,104.553,46.981,415.551
pump-419 ,104.553,40.351,546.296
pump-419 ,104.553,52.865,681.513
pump-253 ,104.553,59.086,379.938
pump-253 ,104.553,69.354,505.49
pump-419 ,104.553,32.085,278.759
pump-253 ,104.553,42.962,655.557
pump-498 ,104.553,69.408,203.594
pump-663 ,104.553,44.509,380.462
pump-498 ,104.553,74.948,981.058
pump-253 ,104.553,29.817,297.259
pump-419 ,104.553,21.076,711.956
pump-419 ,104.553,48.862,556.999
pump-419 ,104.553,54.083,728.55
pump-498 ,104.553,42.743,721.892
pump-419 ,104.553,45.858,440.923
pump-663 ,104.553,16.473,415.766
pump-419 ,104.553,55.973,764.825
pump-494 ,104.553,28.452,380.798
pump-253 ,104.553,75.413,1031.187
pump-253 ,104.553,46.179,895.695
pump-494 ,104.553,66.938,477.351
pump-498 ,104.553,49.67,774.254
pump-663 ,104.553,77.709,1410.614
pump-498 ,104.553,32.906,351.076
pump-419 ,104.553,38.864,273.3
pump-494 ,104.553,40.959,384.793
pump-253 ,104.553,6.607,377.51
pump-253 ,104.553,32.293,620.767
pump-419 ,104.553,75.281,498.767
pump-253 ,104.553,15.919,796.502
pump-663 ,104.553,26.374,681.408
pump-419 ,104.553,11.447,735.744
pump-498 ,104.553,54.491,553.96
pump-494 ,104.553,62.897,660.197
pump-494 ,104.553,15.181,15.862
pump-419 ,104.553,16.654,289.208
pump-498 ,104.553,12.969,366.47
pump-663 ,104.553,51.98,147.694
pump-663 ,104.553,51.04,813.698
pump-663 ,104.553,7.666,279.46
pump-498 ,104.553,79.186,677.86
pump-494 ,104.553,51.396,211.928
pump-498 ,104.553,48.285,974.105
pump-253 ,104.553,8.168,313.06
pump-253 ,104.553,70.227,511.237
pump-494 ,104.553,12.121,687.066
pump-663 ,104.553,69.889,731.291
pump-253 ,104.553,39.625,87.066
pump-498 ,104.553,42.983,1140.056
pump-494 ,104.553,42.803,1108.236
pump-253 ,104.553,45.967,449.26
pump-663 ,104.553,37.333,290.472
pump-419 ,104.553,6.488,646.801
pump-419 ,104.553,53.563,584.909
pump-498 ,104.553,27.478,683.061
pump-498 ,104.553,19.153,548.254
pump-419 ,104.553,103.695,491.693
pump-419 ,104.553,20.997,684.823
pump-253 ,104.553,30.563,248.774
pump-419 ,104.553,38.299,400.753
pump-494 ,104.553,23.879,798.002
pump-498 ,104.553,14.034,639.5
pump-498 ,104.553,63.81,856.209
pump-663 ,104.553,16.878,674.437
pump-663 ,104.553,11.266,339.553
pump-419 ,104.553,44.989,795.398
pump-498 ,104.553,12.381,248.678
pump-498 ,104.553,22.075,1032.637
pump-419 ,104.553,9.78,340.175
pump-498 ,104.553,44.093,526.478
pump-253 ,104.553,65.1,478.54
pump-494 ,104.553,3.396,706.855
pump-663 ,104.553,46.668,628.589
pump-494 ,104.553,38.522,293.293
pump-419 ,104.553,11.496,420.899
pump-253 ,104.553,30.625,161.299
pump-253 ,104.553,46.116,443.003
pump-663 ,104.553,31.209,772.811
pump-663 ,104.553,14.769,735.691
pump-253 ,104.553,32.077,1217.221
pump-419 ,104.553,14.307,464.245
pump-494 ,104.553,74.736,251.425
pump-494 ,104.553,30.275,559.626
pump-498 ,104.553,25.921,751.417
pump-498 ,104.553,38.835,209.892
pump-498 ,104.553,53.043,811.642
pump-419 ,104.553,65.863,688.678
pump-498 ,104.553,37.566,686.428
pump-663 ,104.553,31.529,718.918
pump-419 ,104.553,47.884,699.262
pump-494 ,104.553,47.476,-149.036
pump-494 ,104.553,78.392,1060.525
pump-419 ,104.553,17.014,844.6
pump-494 ,104.553,33.687,952.808
pump-663 ,104.553,37.664,289.097
pump-419 ,104.553,29.167,73.39
pump-419 ,104.553,45.098,439.691
pump-253 ,104.553,70.269,853.704
pump-663 ,104.553,35.387,503.8
pump-494 ,104.553,34.937,570.924
pump-663 ,104.553,52.872,558.875
pump-498 ,104.553,10.851,643.177
pump-253 ,104.553,55.546,496.35
pump-498 ,104.553,69.258,400.453
pump-498 ,104.553,27.576,786.309
pump-498 ,104.553,40.311,1092.937
pump-253 ,104.553,19.794,664.264
pump-253 ,104.553,11.723,949.248
pump-253 ,104.553,11.163,859.004
pump-494 ,104.553,45.468,341.2
pump-498 ,104.553,51.117,281.822
pump-498 ,104.553,1.711,423.008
pump-494 ,104.553,5.072,389.511
pump-494 ,104.553,17.494,463.115
pump-498 ,104.553,43.105,425.235
pump-498 ,104.553,6.609,1095.31
pump-494 ,104.553,18.71,765.291
pump-419 ,104.553,43.91,630.221
pump-663 ,104.553,12.432,244.535
pump-419 ,104.553,16.881,769.914
pump-663 ,104.553,16.515,575.472
pump-419 ,104.553,15.595,663.765
pump-253 ,104.553,52.368,351.174
pump-419 ,104.553,11.079,668.246
pump-419 ,104.553,36.061,338.196
pump-663 ,104.553,20.077,937.365
pump-663 ,104.553,3.839,468.498
pump-253 ,104.553,66.268,956.599
pump-494 ,104.553,43.943,560.82
pump-419 ,104.553,24.801,315.654
pump-663 ,104.553,42.534,631.281
pump-419 ,104.553,18.886,445.638
pump-494 ,104.553,64.791,309.543
pump-663 ,104.553,48.039,275.61
pump-663 ,104.553,27.984,429.459
pump-498 ,104.553,46.19,335.561
pump-494 ,104.553,27.807,745.477
pump-498 ,104.553,11.418,515.425
pump-253 ,104.553,6.309,639.007
pump-253 ,104.553,51.768,930.975
pump-253 ,104.553,66.45,290.445
pump-663 ,104.553,41.535,481.686
pump-494 ,104.553,19.093,839.408
pump-253 ,104.553,31.687,727.522
pump-663 ,104.553,71.917,612.474
pump-494 ,104.553,53.841,998.852
pump-419 ,104.553,49.731,69.297
pump-494 ,104.553,20.264,-46.047
pump-253 ,104.553,20.958,329.509
pump-663 ,104.553,37.477,118.562
pump-419 ,104.553,9.856,302.768
pump-419 ,104.553,38.374,816.186
pump-494 ,104.553,47.198,271.474
pump-253 ,104.553,20.874,220.928
pump-663 ,104.553,21.756,921.331
pump-498 ,104.553,70.381,606.276
pump-419 ,104.553,35.769,656.961
pump-498 ,104.553,35.746,-49.924
pump-419 ,104.553,9.472,1159.505
pump-419 ,104.553,14.428,503.3
pump-419 ,104.553,12.964,520.576
pump-494 ,104.553,56.87,305.919
pump-494 ,104.553,94.818,440.244
pump-498 ,104.553,66.726,639.215
pump-663 ,104.553,36.808,773.195
pump-663 ,104.553,10.625,1316.968
pump-494 ,104.553,39.933,699.563
pump-494 ,104.553,29.93,431.037
pump-494 ,104.553,48.418,918.321
pump-494 ,104.553,51.984,265.03
pump-419 ,104.553,21.635,487.358
pump-253 ,104.553,74.15,898.875
pump-253 ,104.553,53.967,73.155
pump-498 ,104.553,40.12,1026.548
pump-419 ,104.553,49.133,726.564
pump-494 ,104.553,24.621,642.125
pump-419 ,104.553,87,755.814
pump-663 ,104.553,37.854,262.395
pump-253 ,104.553,26.456,619.998
pump-419 ,104.553,75.52,1032.715
pump-663 ,104.553,44.588,370.473
pump-494 ,104.553,51.509,418.176
pump-419 ,104.553,59.107,146.903
pump-498 ,104.553,7.22,164.981
pump-419 ,104.553,32.536,587.471
pump-498 ,104.553,41.383,725.94
pump-253 ,104.553,46.43,320.758
pump-253 ,104.553,26.591,660.894
pump-419 ,104.553,19.132,680.112
pump-663 ,104.553,32.647,640.326
pump-498 ,104.553,82.167,648.587
pump-498 ,104.553,29.945,659.262
pump-253 ,104.553,70.559,279.882
pump-498 ,104.553,25.577,677.591
pump-253 ,104.553,45.517,217.739
pump-494 ,104.553,21.294,860.831
pump-419 ,104.553,53.569,476.952
pump-494 ,104.553,28.018,385.44
pump-498 ,104.553,22.236,688.949
pump-663 ,104.553,21.573,597.978
pump-494 ,104.553,74.695,612.872
pump-253 ,104.553,24.714,919.274
pump-498 ,104.553,81.672,521.271
pump-419 ,104.553,59.307,505.752
pump-419 ,104.553,5.822,1034.384
pump-498 ,104.553,54.219,1075.758
pump-498 ,104.553,71.19,267.983
pump-494 ,104.553,25.309,1189.271
pump-498 ,104.553,36.283,714.835
pump-498 ,104.553,22.649,568.622
pump-498 ,104.553,62.862,641.286
pump-419 ,104.553,49.987,502.861
pump-494 ,104.553,41.562,500.566
pump-663 ,104.553,58.08,678.307
pump-498 ,104.553,57.433,950.749
pump-253 ,104.553,28.466,-77.329
pump-498 ,104.553,53.062,191.508
pump-253 ,104.553,21.66,919.66
pump-663 ,104.553,28.097,554.553
pump-663 ,104.553,32.937,166.813
pump-253 ,104.553,26.823,542.002
pump-663 ,104.553,37.179,539.2
pump-494 ,104.553,25.416,814.649
pump-253 ,104.553,55.839,329.217
pump-494 ,104.553,42.549,193.114
pump-494 ,104.553,25.832,-147.622
pump-663 ,104.553,37.052,817.402
pump-663 ,104.553,68.631,990.198
pump-253 ,104.553,51.583,485.346
pump-498 ,104.553,36.808,644.138
pump-494 ,104.553,61.813,556.754
pump-419 ,104.553,32.53,1109.681
pump-253 ,104.553,13.473,791.1
pump-419 ,104.553,58.397,720.28
pump-498 ,104.553,47.895,451.031
pump-494 ,104.553,50.407,725.354
pump-419 ,104.553,103.916,378.048
pump-494 ,104.553,32.608,465.086
pump-253 ,104.553,75.899,600.507
pump-663 ,104.553,23.365,378.4
pump-419 ,104.553,1.656,418.062
pump-663 ,104.553,39.498,581.469
pump-498 ,104.553,6.035,274.686
pump-498 ,104.553,23.102,691.024
pump-419 ,104.553,55.435,721.07
pump-663 ,104.553,12.389,605.344
pump-498 ,104.553,15.493,675.842
pump-494 ,104.553,46.092,485.866
pump-498 ,104.553,24.844,169.658
pump-253 ,104.553,13.311,673.932
pump-419 ,104.553,6.945,1031.231
pump-498 ,104.553,36.583,642.909
pump-253 ,104.553,52.551,684.732
pump-498 ,104.553,74.503,828.561
pump-494 ,104.553,21.844,651.655
pump-498 ,104.553,30.53,649.872
pump-253 ,104.553,38.293,858.515
pump-419 ,104.553,26.633,783.2
pump-663 ,104.553,37.994,740.677
pump-498 ,104.553,9.497,731.334
pump-498 ,104.553,14.214,563.84
pump-494 ,104.553,27.003,575.578
pump-494 ,104.553,10.42,671.815
pump-494 ,104.553,25.229,646.162
pump-253 ,104.553,60.952,466.306
pump-663 ,104.553,21.523,-1.216
pump-663 ,104.553,43.265,113.811
pump-494 ,104.553,33.55,6.295
pump-419 ,104.553,45.476,852.165
pump-253 ,104.553,31.565,550.299
pump-253 ,104.553,36.061,642.094
pump-494 ,104.553,19.628,18.108
pump-498 ,104.553,10.845,954.576
pump-663 ,104.553,63.061,776.282
pump-419 ,104.553,32.707,399.695
pump-663 ,104.553,48.821,847.072
pump-498 ,104.553,30.847,602.339
pump-663 ,104.553,67.718,218.404
pump-663 ,104.553,10.146,466.063
pump-494 ,104.553,13.651,382.501
pump-253 ,104.553,1.189,601.641
pump-498 ,104.553,11.799,378.616
pump-663 ,104.553,12.82,849.762
pump-419 ,104.553,74.217,332.187
pump-498 ,104.553,32.074,574.682
pump-419 ,104.553,47.565,785.172
pump-663 ,104.553,35.056,914.058
pump-498 ,104.553,4.955,-119.92
pump-253 ,104.553,31.53,646.983
pump-494 ,104.553,101.507,374.268
pump-498 ,104.553,22.344,843.472
pump-253 ,104.553,43.565,521.139
pump-253 ,104.553,48.448,1135.565
pump-419 ,104.553,53.656,508.839
pump-663 ,104.553,33.109,499.681
pump-498 ,104.553,34.715,1020.315
pump-494 ,104.553,38.883,564.318
pump-494 ,104.553,9.173,823.479
pump-494 ,104.553,71.812,743.18
pump-253 ,104.553,65.985,410.027
pump-253 ,104.553,13.774,459.407
pump-498 ,104.553,4.495,649.032
pump-253 ,104.553,23.843,502.749
pump-663 ,104.553,47.891,326.309
pump-253 ,104.553,46.725,606.313
pump-498 ,104.553,15.379,175.598
pump-663 ,104.553,8.983,506.665
pump-419 ,104.553,85.2,1087.631
pump-498 ,104.553,25.177,445.948
pump-663 ,104.553,66.27,486.061
pump-663 ,104.553,9.341,751.394
pump-494 ,104.553,42.841,996.605
pump-498 ,104.553,43.876,353.42
pump-498 ,104.553,11.371,469.996
pump-663 ,104.553,38.426,483.264
pump-498 ,104.553,65.905,102.186
pump-663 ,104.553,26.122,913.687
pump-253 ,104.553,35.748,185.71
pump-498 ,104.553,91.419,376.649
pump-419 ,104.553,55.312,53.523
pump-419 ,104.553,33.343,986.811
pump-663 ,104.553,40.621,773.411
pump-498 ,104.553,6.511,393.558
pump-419 ,104.553,59.832,926.811
pump-494 ,104.553,1.745,9.863
pump-253 ,104.553,9.976,397.866
pump-253 ,104.553,35.912,656.697
pump-253 ,104.553,97.647,1027.651
pump-419 ,104.553,56.45,237.253
pump-253 ,104.553,34.152,520.016
pump-663 ,104.553,93.345,1118.113
pump-498 ,104.553,20.324,703.417
pump-498 ,104.553,39.22,61.896
pump-419 ,104.553,14.99,923.852
